Company Name (English),Company Name (Chinese),Booth/Hall Number,Hall Name (English),Hall Name (Chinese),All Booths,ID
"LOUDI ZHUORUI TECHNOLOGY CO., LTD.",娄底市卓瑞科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0022,official_1395
"KUNSHAN CHAONUO PLASTIC PRODUCTS CO., LTD.",昆山超诺塑胶制品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0023,official_1396
"UTS SPORT CO., LTD.",广州市联胜体育用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0025,official_1397
"SUZHOU INDUSTRIAL PARK XINXING BELL CO., LTD.",苏州工业园区新兴车铃有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0027,official_1398
"XINGTAI AILI INFLATOR CO., LTD.",邢台艾利气筒制造有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0029,official_1399
MARVEL OUTDOOR PRODUCTS LTD.,安徽酷贝童车有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0031,official_1400
"HANGZHOU LAMEDA SPORTS CO., LTD.",杭州兰帕达体育用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0105,official_1401
STRATEGIC SPORTS LTD.,东莞韬略运动器材有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0111,official_1402
"JINHUA UNISKY TOOLS CO., LTD.",金华市天裕工具有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0113,official_1403
"WUHAN QIWU TECHNOLOGY CO., LTD.",武汉齐物科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0116,official_1404
"JINGZHOU TAIKE SPORT EQUIPMENT CO., LTD.",荆州市泰克体育用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0121,official_1405
邢台市虹飞车业有限公司/河北金力自行车零件有限公司,邢台市虹飞车业有限公司/河北金力自行车零件有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0126,official_1406
"CHANGZHOU FENGYU HARDWARE TECHNOLOGY CO., LTD.",常州市丰宇五金工艺有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0132,official_1407
深圳市加雪龙科技有限公司,深圳市加雪龙科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0136,official_1408
深圳市捷步宝运动科技有限公司,深圳市捷步宝运动科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0139,official_1409
"LIAN YANG PLASTIC (SHEN ZHEN) CO., LTD.",联扬塑胶（深圳）有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0142,official_1410
"HEBEI GOOD PUMP TECHNOLOGY CO., LTD.",河北好泵科技有限公司（原乐驰科技）,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0144,official_1411
"HEBEI XINGBAIKE BICYCLE MANUFACTURING CO., LTD.",河北星佰客自行车制造有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0201,official_1412
PINGXIANG YAFENG SADDLE FACTORY,平乡县亚凤鞍座厂,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0305,official_1413
"DONGYANGSHI XINNUO LEISURE PRODUCTS MANUFACTURING CO., LTD.",东阳市欣诺休闲用品制造有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0311,official_1414
"XINGTAI LIETU BICYCLE PARTS CO., LTD.",邢台猎途自行车配件有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0316,official_1415
"CIGNA SPORTS CO., LTD.",广东信诺体育用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0321,official_1416
"SHANGHAI DABUZIDUO INFORMATION &amp; TECHNOLOGY CO., LTD.",上海大不自多信息科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0326,official_1417
"JIAXING OSKAR-BEBEHUT SPORTS TECHNOLOGY CO., LTD.",嘉兴奥拜运动科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0432,official_1418
"NEW AN LUN LAMP (SHEN ZHEN) CO., LTD.",新全轮车灯（深圳）有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0436,official_1419
广州席凡丝服饰有限公司,广州席凡丝服饰有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0439,official_1420
"NINGBO ZHENHAI DADI BICYCLE CO., LTD.",宁波市镇海大地车业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0442,official_1421
"JIASHAN LEADBIKE CO., LTD.",嘉善力动户外用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0444,official_1422
"WENZHOU SENDE LOCKS CO., LTD.",温州森德锁具有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0536,official_1423
"NINGBO ZHENHAI HUALONG PLASTIC PRODUCTS CO., LTD.",宁波市镇海华隆塑胶制品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0601,official_1424
"YONGKANG ZHUFENG INFLATOR CO., LTD.",永康市珠峰气筒有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0605,official_1425
"WENZHOU JINFU LOCKS CO., LTD.",温州市金福锁业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0611,official_1426
"JIAXING HUAXIN ELECTRONIC ACCESSARY AND BICK CO., LTD.",嘉兴市华欣电子车业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0616,official_1427
宁波安途户外用品有限公司,宁波安途户外用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0618,official_1428
"YIWU LEDONG IMPORT AND EXPORT CO., LTD.",义乌市乐动进出口有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0626,official_1429
"HANGZHOU XINHAI INDUSTRIAL CO., LTD.",杭州欣海实业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0732,official_1430
"YONGKANG MINGDA IMP. &amp; EXP. CO., LTD.",永康市名大进出口有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0736,official_1431
"SHANGHAI ZHENGXING BICYCLE CO., LTD.",上海正行自行车有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,"W4-0739, E5-1723",official_1432
"WENZHOU YUNXIAO BICYCLE PARTS CO., LTD.",温州云霄车辆配件有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0742,official_1433
"ZHUHAI SAFETY HELMETS MFG CO., LTD.",珠海市恒基业安全头盔有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0744,official_1434
WENZHOU OUHAI CIHU DAILY LOCK FACTORY,温州市瓯海慈湖日用锁厂,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0901,official_1435
"ZHEJIANG ZHONGLI GROUP CO., LTD.",浙江中立集团有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0905,official_1436
"JIASHAN SHENGGUANG ELECTRONICS CO., LTD.",嘉善声光电子有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0911,official_1437
"CIXI CITY XURI LOCKS CO., LTD.",慈溪市旭日锁具有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0916,official_1438
"WENZHOU TONGYONG LOCKS CO., LTD.",温州市通用锁具有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0921,official_1439
"JIAXING XINGCHENG ELECTRONICS CO., LTD.",嘉兴星程电子有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0926,official_1440
"WENZHOU JINJIAN SMART LOCK CO., LTD.",温州金锏智能锁具有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0932,official_1441
FIDLOCK INDUSTRIAL (SHENZHEN) LIMITED,斐得洛扣实业（深圳）有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0934,official_1442
"BOTOU ANNUO BICYCLE CO., LTD.",泊头市安诺车业有限责任公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0936,official_1443
"NINGBO EASTPOWER ELECTRONICS CO., LTD.",宁波意沃电子有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0939,official_1444
"WENZHOU HONGAN HARDWARE CO., LTD.",温州市弘安五金有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0942,official_1445
"HUIZHOU LANOVA OUTDOOR PRODUCTS CO., LTD.",惠州市乐德沃户外用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-0944,official_1446
BÜCHEL,南京凌旭工贸实业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1232,official_1447
"SHENZHEN SOONA INDUSTRIAL &amp; TRADING CO., LTD.",深圳市苏那工贸有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1234,official_1448
河北鸿鼎运动用品有限公司,河北鸿鼎运动用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1236,official_1449
"CHENGDU CHENDIAN INTELLIGENT TECHNOLOGY CO., LTD.",成都晨电智能科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1239,official_1450
"WENZHOU YIMIN LOCKS CO., LTD.",温州益民锁业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1242,official_1451
"WENZHOU GOLDENKEY LOCK INDUSTRIAL CO., LTD.",温州金钥匙锁业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1244,official_1452
浙江珠峰工贸有限公司,浙江珠峰工贸有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1301,official_1453
"ZHEJIANG KANGJIAGN SPORTS &amp; EQUIPMENT CO., LTD.",浙江康匠运动器械有限公司（珠光气筒厂）,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1305,official_1454
"XIAOQI SPORTS GOODS (ZHEJIANG) CO., LTD.",小骑运动用品（浙江）有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1308,official_1455
"HEBEI MEIDE BICYCLE CO., LTD.",河北美德车业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1311,official_1456
"NINGBO FANCHENG INDUSTRY TRADE CO., LTD.",宁波市繁诚工贸实业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1316,official_1457
"BEIJING HONOR TRADE CO., LTD.",北京欧耐经贸有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1321,official_1458
"WENZHOU DALISHI TECHNOLOGY CO., LTD.",温州达利仕科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1429,official_1459
HONGLEXIN COMPOSITE MATERIALS TECHNOLOGY,厦门鸿乐鑫复材科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1505,official_1460
武义新明珠气筒制造有限公司,武义新明珠气筒制造有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1511,official_1461
"INTERNATIONAL PNY SPORTS CO., LIMITED",广州市凯洛斯体育用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1513,official_1462
"NINGBO KAIWEI BICYCLE PARTS CO., LTD. / NINGBO DETAI MACHINE INDUSTRY CO., LTD.",宁波凯威车料有限公司/宁波德泰机械实业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1516,official_1463
"FULL MARK (KUNSHAN) CO., LTD.",昆山十全塑胶五金产品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1521,official_1464
"ANSHENG PRECISION METAL PRODUCTS CO., LTD.",太仓安笙精密金属制品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1532,official_1465
"HEBEI WANHAO BICYCLE MANUFACTURING CO., LTD.",河北万豪自行车制造有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1534,official_1466
SOKIND CYCLING TECH LIMITED,泉州舒康服饰有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1536,official_1467
"NINGBO KAISHENG ELECTRICAL APPLIANCE CO., LTD.",宁波凯盛电器有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1539,official_1468
"CHANGZHOU EASTEK INTERNATIONAL CO., LTD.",常州东岩国际贸易有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1542,official_1469
"CHANGZHOU JCL VEHICLE CO., LTD.",常州市璟程乐车业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1544,official_1470
"CHANGZHOU HAOTU BASKET OF FITTINGS CO., LTD.",常州新区昊图自行车配件有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1644,official_1471
广州市博顿运动装备股份有限公司,广州市博顿运动装备股份有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1701,official_1472
"ENCHESS INTERNATIONAL CO., LTD.",鸿馼有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1703,official_1473
邯郸市安骑骑行装备有限公司,邯郸市安骑骑行装备有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1705,official_1474
"CIXI SHENGHUI BICYCLE CO., LTD.",慈溪市胜辉车业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1707,official_1475
"XIAMEN KINGUARD LOCKS CO., LTD.",厦门金佳德锁业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1709,official_1476
"JINHUA DONEN SPORT CO., LTD.",金华市达恩运动用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1711,official_1477
"SHENZHEN COOSPO TECH CO., LTD.",深圳市酷思运动科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1715,official_1478
"CANGZHOU KMT TECHNOLOGY CO., LTD.",沧州康美特科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1717,official_1479
"XINGTAI JIAGUAN TECHNOLOGY CO., LTD.",邢台佳冠科技有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1719,official_1480
"DONGGUAN YAQI OUTDOOR PRODUCTS CO., LTD.",东莞市雅琪户外用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1723,official_1481
STANCE,斯坦斯商贸有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1725,official_1482
"NINGBO AUDE ELECTRONICS CO., LTD.",宁波市鄞州奥多电器有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1727,official_1483
河北省双娃自行车有限公司,河北省双娃自行车有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1729,official_1484
"GUANGZHOU XUNQI GLASSES CO., LTD.",广州市迅奇眼镜有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1731,official_1485
"NINGBO THAINHUAMBO TRADING CO., LTD.",宁波赛恩万博贸易有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1801,official_1486
"BOTOU TAIHE BICYCLE BELL CO., LTD.",泊头市太和车铃有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1803,official_1487
"DONGGUAN YIYANG SPORTS CO., LTD.",东莞市亿扬运动用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1805,official_1488
"GUANGZHOU HAOQIANG SPORTS GOODS CO., LTD.",广州市豪强体育用品有限责任公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1806,official_1489
GUANGZONGXIAN ZHOMGDA ZIXC,广宗县中达自行车配件厂,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1807,official_1490
PINGXIANG ZHUOXUN BICYCLE PARTS FACTORY,平乡县卓迅自行车配件厂,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1811,official_1491
"JIAXING BOSCHEN HARDWARE &amp; PLASTIC CO., LTD.",嘉兴市博盛五金塑料股份有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1813,official_1492
"ZHONGSHAN FIELDWALK PLASTIC PRODUCTS CO., LTD.",中山闪耀户外用品有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1814,official_1493
"HANGZHOU SIKE BOYU BROTHERS CLOTHING CO., LTD.",杭州丝科博煜兄弟服饰有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1815,official_1494
"NINGBO UNIT AUTO MOBILE ACCESSORIES CO., LTD.",宁波尤利特汽车用品股份有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1816,official_1495
"WENZHOU JINQIU LOCK CO., LTD.",温州市金球锁业有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1817,official_1496
上海晨依服饰有限公司,上海晨依服饰有限公司,W4,Cycling & outdoor sporting,户外骑行装备馆,W4-1820,official_1497
"TSB TECHNOLOGY CO., LTD.",陕西泰世邦科技实业有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0001,official_1498
ITM BIKE CONSULTANCY SRL,ITM BIKE CONSULTANCY SRL,W5,Two-Wheel Brands,品牌创新馆,W5-0003,official_1499
"SHENZHEN SANDIAN TECHNOLOGY CO., LTD.",深圳市善电科技有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0005,official_1500
"HUIZHOU WINFORCE COMPOSITE TECHNOLOGY CO., LTD.",惠州市怡丰复材科技有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0007,official_1501
"ALU MEGA INDUSTRIAL CO., LTD.",铝大股份有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0009,official_1502
"GUANGZHOU SUNOK GLASSES CO., LTD.",广州尚诺克眼镜有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0010,official_1503
"ZHEJIANG MINGXIN SPORTS GOODS CO., LTD.",浙江铭鑫体育用品有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0011,official_1504
"WENZHOU CONCENT LOCKS CO., LTD.",温州康升特锁业有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0013,official_1505
"NINGBO CYCLE SPORTS EQUIPMENT CO., LTD.",宁波赛客运动器材有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0017,official_1506
"SUZHOU XUANCHENG SPORTS EQUIPMENT TECHNOLOGY CO., LTD.",苏州轩诚运动器材科技有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0019,official_1507
"JIAXING BEIAN SPORTS TECHNOLOGY CO., LTD.",嘉兴贝安运动科技有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0021,official_1508
HEIBEI JINGDA,河北晶大车业有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0025,official_1509
欧宇诺自行车配件厂,欧宇诺自行车配件厂,W5,Two-Wheel Brands,品牌创新馆,W5-0028,official_1510
"GUANGZHOU TEWSN SPORTS CO., LTD.",广州市途士恩体育用品有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0030,official_1511
"SHANGHAI MONTASEN MATERNAL AND CHILDREN PRODUCT CO., LTD.",上海萌大圣母婴儿童用品有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0105,official_1512
"ZHEJIANG FEISHEN VEHICLE CO., LTD.",浙江飞神车业有限公司,W5,Two-Wheel Brands,品牌创新馆,"W5-0111, E6-0932",official_1513
"GALAXY BICYCLE CO., LTD.",鹤山市格莱仕车业有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0116,official_1514
TOSUOD,义乌市塔斯体育用品有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0123,official_1515
SHUNDE MOON HELMET.COM,佛山市顺德区跨速头盔有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0126,official_1516
"XIAMEN PANDA PODIUM TECHNOLOGY CO., LTD.",厦门磐搭冠科技有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0129,official_1517
"HEBEI HONGCHI BICYCLE CO., LTD.",河北宏驰自行车有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0132,official_1518
"DIVANO TECHNOLOGY CO., LTD.",台湾加乘兴业有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0134,official_1519
"SHANGHAI RALLEX INDUSTRIAL CO., LTD.",上海彦锐实业有限公司,W5,Two-Wheel Brands,品牌创新馆,W5-0136,official_1520
